name,x,y
Baietta,11.9199,42.0365
Campo Di Mare,12.0364,41.9707
Torre Flavia,12.048400000000001,41.9568
Mini Beach,12.1254,41.9256
Campo Ascolano,12.4302,41.6442
Paloma Beach,14.1342,42.5402
Acquabella,14.4252,42.3309
Giulianova Beach,13.9616,42.7694
Il Pescatore,13.8854,42.9602
Il Molo,13.5904,43.5654
Bersaglio,13.3905,43.6347
Rotonda,12.9077,43.9229
Malindi,12.7213,43.9726
Bunker JFK,12.5849,44.0692
Mamai Beach,10.7768,42.9052
Vasto,14.7065,42.1751
L'Ideale,11.8067,42.0768
Il Porto,11.8355,42.0287
La Roccetta,11.8392,42.0288
Il Bunker,11.9133,42.039
Ristorante,11.9161,42.0375
Il Castello,11.9561,42.0167
Fregene,12.192,41.8492
Lido di Ostia,12.278,41.7256
Lido Garda,12.6088,41.4651
Marinaretti,12.637,41.451
La Chiesa,12.6675,41.4557
Lido di Latino,12.8653,41.4079
Artiglieria,13.0053,41.3037
Saporetti,13.035,41.248
Carrubo,13.0964,41.2307
Sant Agostino,13.564,41.209
Ischitella lido,13.9993,40.9517
Serapo,13.5644,41.2094
Capolinea,14.044,40.81
Spiaggia Miliscola,14.0701,40.7886
Mappatella,14.4396,40.7524
Salerno Rivermouth,14.773,40.672
Le Dune,15.279,40.061
Il Parcheggio,17.4526,40.3219
La Spiaggia,15.9712,38.7143
Porto Cesareo,17.9008,40.2584
Torre Dell'Orso,18.3161,40.374
Capo Torre Cavallo,18.0187,40.64
San Giorgio,18.4574,40.2381
Frassanito,18.4607,40.2343
Alimini - La Nave,18.4599,40.2125
Alimini,18.4579,40.2061
Otranto,18.4874,40.1482
Rosamarina di Ostuni,17.5528,40.8002
Torre Canne,17.4684,40.8362
Tombino,16.9203,41.1123
Melma,16.5753,41.217
Spiaggia del Castello,16.1765,41.8581
Trabucco,14.9975,42.0068
Plage du Larvotto,7.434,43.7466
Eze,7.358,43.722
Villefranche Sur Mer,7.321,43.67
Nice,7.199,43.653
La Tour,7.13,43.543
Cannes,7.041,43.536
Fréjus,6.753,43.4216
Esclamandes,6.7322,43.4029
Galiote,6.732,43.397
Beauvallon,6.6112,43.2908
Gigaro,6.597,43.184
Lumio,8.8039,42.5697
Plage Bussaglia,8.6875,42.2822
Algajola,8.8712,42.6102
Ostriconi,9.0586,42.6605
Farinole,9.3439,42.7362
Plage de Furiani,9.4515,42.6584
Sagone,8.6905,42.1144
Capo di Feno,8.622,41.9351
Route des Sanguinaires,8.7054,41.9068
Plage Du Trottel,8.725,41.9121
Plage du Ricanto,8.7766,41.9269
Plage d'Agosta,8.7912,41.8588
Figari,9.0687,41.4492
Pinarellu,9.3923,41.6888
Platja de Sant Martí d'Empúries,3.1188,42.1407
Club Nàutic Estartit,3.1998,42.05
Platja de Pals,3.2018,41.9928
Platja Sa Tuna,3.2296,41.9604
La Fosca,3.1432,41.8572
Platja de Canyelles,2.8823,41.7043
Platja de Lloret,2.8482,41.6977
Platja de Fenals,2.8322,41.6939
Platja de Santa Cistina,2.8182,41.6884
Playa de Sant Simó,2.4606,41.5423
Playa del Callao,2.4557,41.5391
Playa del Varador,2.4509,41.5354
Playa de Ponent,2.4407,41.5288
Masnou,2.306,41.474
Montgat,2.281,41.464
Platja de  Badalona,2.2492,41.4437
Platja del Fòrum,2.2311,41.416
Bogatell,2.2077,41.3942
Barceloneta,2.194,41.376
Port Ginesta,1.9293,41.2602
Sitges,1.8144,41.235
Platja de Segur,1.583,41.1875
Platja de Sant Salvador,1.5422,41.1815
Playa de Creixell,1.4336,41.1523
Playa El Miracle,1.2592,41.1136
Playa de la Canonja,1.1906,41.0834
Platja de la Pineda,1.1837,41.0765
Els Prats,0.9838,41.0393
Platja Salvatge Del Trabucador,0.7364,40.6202
Platja del Marjal,0.5289,40.5492
Platja del Fortí,0.4787,40.4691
Peniscola,0.407,40.36
Carregador,0.2774,40.2423
Playa Romana,0.2737,40.2341
Playa del Moro,0.2726,40.2301
Voramar,0.0852,40.0554
Planetario,0.0259,39.9785
Paquebote,0.0224,38.8645
La Siesta,0.183,38.7864
Platja de l'Arenal,0.1909,38.7725
Cala Jondal,1.3161,38.8672
Es Codolar,1.3538,38.8661
Platja Migjorn,1.466,38.684
Platja d'en Bossa,1.4093,38.8884
Ibiza,1.458,38.914
Playa S'Argamassa,1.5687,38.9919
Cala Nova,1.5825,39.0082
Platja des Figueral,1.5942,39.0528
Aguas Blancas - Ibiza,1.5896,39.0605
Paguera - Mallorca,2.4558,39.5337
Can Pujols,1.275,38.9706
Playa Son Caliu,2.5427,39.5234
Cala Major,2.606,39.5518
Cero,2.676,39.5545
Puerto de Soller,2.6911,39.7996
Aucanada,3.1579,39.837
Cala Mesquida,3.4343,39.7448
Cala'n Forcat,3.7999,39.9993
Cala Agulla,3.4526,39.723
Cala Ratjada,3.4699,39.712
Canyamel,3.441,39.656
Cala Mandia,3.3144,39.5204
Playa de es Trenc,2.9837,39.3455
Sa Rapita,2.9574,39.3609
Sant Tomas,4.034,39.916
Playa Atalis,4.0469,39.91
Son Bou,4.068,39.899
Cala d'Alcaufar,4.2948,39.8298
Arenal Castell,4.1835,40.0222
Playas de Fornells,4.1084,40.0502
Platja de Cavalleria,4.0746,40.0601
Punta Prima,4.281,39.813
Cala Biniancolla,4.2631,39.8125
Canet Plage,3.039,42.7
Gruissan,3.114,43.096
La Guillotine,3.445,43.282
Paulilles,3.123,42.506
Platja de Perafita,3.1572,42.4601
Sete,3.655,43.389
Palavas les Flots,3.936,43.528
Carnon,3.973,43.54
Saintes-Maries,4.421,43.448
Les Laurons,5.023,43.353
La Couronne,5.059,43.327
Tamaris,5.083,43.328
La Corniche,5.118,43.328
Le Rouet,5.175,43.334
Calanque de Figuiere,5.2114,43.3302
Le Prado,5.374,43.258
Cassis,5.537,43.212
La Ciotat,5.615,43.182
Cap Saint-Louis,5.674,43.178
Bandol,5.748,43.132
La Coudoulière,5.8051,43.0941
Six Floors,5.811,43.094
Fabregas,5.872,43.069
Les Sablettes,5.892,43.078
Pin Rolland,5.9066,43.0706
Alaia Bay,7.3215,46.214
Decaplage,3.324,36.787
Annaba,7.789,36.87
Plage Mandjane,8.429,36.898
Shipwreck,3.137,6.4
Lighthouse Beach,3.39,6.392
Tarkwa Bay,3.402,6.392
Bouches du Roi,1.8323,6.2787
Ouidah,2.0895,6.323
Les Route des Peches,2.3565,6.3473
"Sheraton, Novotel",2.3998,6.3432
Cotonou Rivermouth,2.4651,6.354
Krake,2.6919,6.3739
Pram Pram,0.106,5.7
Lome-Rivage,1.2675,6.1323
Anecho,1.6065,6.2286
Praia da Campainha,7.4262,1.6837
Praia Margarida,7.3704,1.6816
Praia da Uba,7.4588,1.6745
Praia Salgada,7.4519,1.6324
Praia Calundo,7.425,1.5682
Beach Club,6.7425,0.3297
Praia Caixo,7.3693,1.6186
Praia Pantufo,6.75,0.3167
Lavadoura,6.752,0.303
Radiation Point,6.761,0.297
Praia de Algos,6.7613,0.2966
Praia Pombas,6.7518,0.2824
Praia Pico,6.75,0.2667
Santana,6.7452,0.2567
Praia Amador,6.7333,0.2333
Alfonsita,6.703,0.194
Dona Augusta,6.6373,0.1043
Porto Alegre,6.537,0.035
Praia Dom Grande,6.5333,0.0333
Praia Piscina,6.5126,0.0284
Ecolodge,6.511,0.04
Praia Zale,6.5148,0.0546
Praia do Calaboio,6.5158,0.0863
Santa Clotilde,6.4833,0.3
Nacho,8.4973,3.2529
Caracas,8.7845,3.3992
Salalah,54.09,17
Masirah Island,58.747,20.2533
Al Ashkharah,59.5619,21.8266
Darya Bozorg,60.6687,25.2768
Maahi,60.7214,25.2732
Ramin,60.7494,25.2691
Kabab,60.7962,25.2576
Meygou,60.839,25.2489
Bod,60.857,25.2393
Mars,61.0394,25.203
Beris,61.1591,25.1678
Jebal Ali Lefts,54.963,24.967
Jumeirah Beach,55.193,25.149
Sunset Beach,55.199,25.156
Surfers Beach,55.206,25.165
UFO Beach,55.2479,25.2161
Nikki Beach,55.2548,25.2471
Kite Beach Center UAQ,55.5374,25.5475
UAQ Beach,55.578,25.605
Tim's Reef,56.3591,25.4839
Rajodi Beach,72.7526,19.4311
Juhu Beach,72.8219,19.1094
Alibag Beach,72.872,18.6386
Diveagar Beach,72.9825,18.1674
Devbag Beach,73.4999,15.9692
Arambol,73.702,15.687
Vaayu Beach,73.713,15.6589
Morjim Beach,73.7212,15.6338
Baga Beach,73.747,15.561
Calangute,73.755,15.542
Arossim Beach,73.8929,15.3323
Betalbatim Beach,73.906,15.294
Benaulim Beach,73.917,15.256
Varca Beach,73.929,15.2209
Agonda Beach,73.9859,15.0385
Gokarna,74.311,14.546
Kumta,74.392,14.415
Murdeshwara,74.485,14.097
Bhatkal,74.537,13.961
Maravanthe,74.64,13.706
Kapu Beach Lighthouse,74.737,13.222
"Mulki, Karnataka",74.774,13.068
Mangalore Jetty,74.802,12.914
"Bekal Fort, Kerala",75.035,12.391
Kannur,75.349,11.872
Mahe,75.53,11.696
Gotheeswaram Beach,75.7958,11.1822
Kavaratti Beach,72.6347,10.5744
Cheray Beach,76.178,10.139
Thotapalli,76.317,9.49
Varkala,76.705,8.732
Papanasam Beach,76.7062,8.7325
Boar Rice,76.712,8.723
ASR India,76.9692,8.3954
Hawa's Beach,76.974,8.388
Lighthouse Beach,76.9788,8.3845
"Kovalam, Kerala",76.971,8.385
Poovar,77.077,8.306
Vattikottai,77.568,8.093
Kudankulam,77.714,8.165
Idinthakarai,77.745,8.177
Uvari,77.8964,8.2748
Periyathalai,77.976,8.335
Alanthalai,78.1,8.464
Tiruchendur,78.127,8.487
Tuticorin,78.171,8.743
Rameshwaram,79.327,9.228
Auroville,79.8494,11.9841
Big Rock - Fisherman's Cove,80.255,12.7901
Kovalam Rivermouth,80.2524,12.7961
Vasu's,80.2493,12.8031
Edward Elliot's Beach,80.2742,13.0014
Marina Beach,80.2839,13.0514
Pottuvil Point,81.8477,6.8983
The Wedge,81.8325,6.8482
Aragum Bay,81.84,6.8392
Crocodile Rock,81.825,6.8104
Peanut Farm,81.82,6.7836
Panama Rights,81.8267,6.7672
Okanda,81.7755,6.6537
Kadalanchiya,81.7591,6.616
North Jetty (Hikkaduwa),80.0969,6.1436
Main Point,80.1053,6.1261
Hikkaduwa,80.105,6.125
Sunbeach Break,80.1067,6.125
Rivermouth,80.1765,6.0582
Galle,80.2371,6.0305
Buonavista Beach,80.2416,6.0277
Unawatuna,80.244,6.006
The Rock,80.3475,5.9765
Lobster's Left,80.3764,5.9646
Devil's Island,80.3787,5.9641
Lazy Left - Midigama,80.3909,5.9628
Rams - Midigama,80.3936,5.962
Weligama Bay,80.431,5.971
Mirissa Beach,80.455,5.942
Matara,80.527,5.934
Hiriketiya Beach,80.7046,5.9624
Tholhendhoo,73.4371,5.9225
Kudafaright,73.4048,5.8842
Bodu Olhu,73.3803,5.8123
Kinolhas,73.0383,5.4471
Colas,73.656,4.3703
Lohi's,73.621,4.348
Chickens,73.6632,4.3729
Ninja's,73.6136,4.3432
Pasta Point,73.5917,4.3154
Sultans,73.5854,4.3136
Honky's,73.5837,4.3122
Jailbreaks,73.5774,4.3075
Kadu,73.5422,4.2578
Furana,73.5482,4.253
Malé,73.5186,4.1709
Kandooma Right ,73.475,3.9049
Muli - F1,73.5837,2.9273
Screaming Kids,72.9684,2.6952
Muli - Mushrooms,73.587,2.9269
"Vodi, Maldives",72.9255,2.6716
Mauroof,72.903,2.665
Bowling Alley,72.9469,2.2815
Adonis,73.1,2.1838
Malik's,72.9274,2.2736
Outside Farms,73.1201,2.1911
Finnimas,73.1287,2.1938
Inside Farms,73.1186,2.1945
Machine,73.536,2.0375
Isdhoo Bank,73.5854,2.1339
Machines Rights,73.5375,2.0261
Machines Lefts,73.5367,2.0223
Mundoo,73.5367,2.0183
Mada's,73.3924,1.814
Yin Yang,73.4066,1.8002
Viligili,73.4381,0.7417
Koodhoo,73.439,0.7267
KH,73.5365,0.3448
Tiger Stripes,73.4521,0.283
Antiques,73.4462,0.2819
Mushrooms,73.445,0.2818
Love Charms,73.3698,0.2614
Two Ways,73.3594,0.2692
Five Islands,73.3571,0.2579
Blue Bowls,73.2871,0.2321
Castaways,73.2342,0.1924
Beacons,73.1421,0.2108
Airports,72.9946,0.4627
Lips,72.9907,0.5161
Cafe Breaks,72.9915,0.5234
Sabang,95.3299,5.8997
Blangujung Rights,95.0446,5.6955
Lambaro Rights,95.0518,5.6693
Lam Tadoh Lefts,95.1447,5.5994
Lampuuk,95.2284,5.4936
A-Frame,95.2321,5.4751
Cement Factory,95.2403,5.4495
Pantai Camara,95.2405,5.4253
Lamno,95.2827,5.1972
Left Point,95.3652,4.9479
Babah Nipah,95.4354,4.8057
Calang Reefs,95.5373,4.6571
Sawangbunga,95.6325,4.5977
Kuala Bubon Lefts,96.0193,4.1997
Ujong Karang,96.1254,4.129
Pippas,96.2188,2.459
Tea Bags,96.2617,2.3629
Dylan's Right,96.3191,2.3528
Thailand - Simeulue,96.5,2.3629
Pulau Babi,96.6508,2.0559
Turtles,97.0903,2.0513
Cobras,97.1106,2.012
Gunturs,97.3257,2.0524
Lolok Point,97.3278,2.0412
Dindos,97.3355,2.0523
Treasure Island,97.3545,2.1277
Lizards Nest,97.3915,2.0321
Afulu,97.229,1.2575
Asu,97.2635,0.9118
Bawa,97.35,0.81
Secret (Nias),97.6617,0.6724
Walohiu,97.6819,0.6012
Lagundri Bay,97.7275,0.5657
The Machine,97.7423,0.5746
Hiliduha / Dipi,97.8531,0.5857
Hilisataro,97.8915,0.6176
Hiliduha,98,1
Pantai Laut,102.1808,6.2269
Pantai Mek Mas,102.2437,6.2165
Pulau Perhentian Kecil,102.7221,5.9186
"Batu Buruk, KT",103.156,5.3231
Marang,103.212,5.2114
UT,103.2681,5.2095
Kuala Dungun,103.406,4.8474
Tanjong Jara,103.426,4.813
Pasir Panjang,103.4475,4.6641
Pakar,103.442,4.6315
Pasir Mat Bau,103.4742,4.5319
Kerith Resort,103.453,4.513
Pantai Kemasik,103.457,4.416
Star Jetty Cruise,103.463,4.379
Kijal,103.491,4.331
Strawberry Resort,103.491,4.3087
The Quarry,103.481,4.2856
Teluk Mengkuang,103.472,4.265
Chendor Beach,103.427,4.172
Club Med - Malaysia,103.409,4.1279
Cherating,103.398,4.123
Pantai Pengorak,103.4109,3.9658
Balok Beach,103.376,3.931
Teluk Cempedak,103.373,3.812
Kuala Rompin,103.5,2.8047
Pasir Selambun Tulang,103.9203,2.3447
Pasir Landa Kechil,103.9533,2.3193
Pasir Kambau Besar,104.0661,2.227
Palau Sibu,104.07470000000001,2.2164
Pasir Lambing,104.5364,2.432
Pasir Teluran,104.5253,2.4591
Laboh Tenggara,104.0972,1.9892
Pasir Seruang,104.1639,1.8172
Desaru,104.2536,1.5993
Pasir Gerenggan,104.1724,2.7181
Pantai Juara,104.204,2.79
Pandan Beach,109.8672,1.7653
Tanjong Beach,113.9669,4.3721
Tungku Beach,114.872,4.9737
Shabandar Forest Park,114.923,4.9969
Tanjung Aru Beach,116.046,5.9428
Nexus Beach,116.108,6.1168
Shabandar Beach,116.1669,6.182
Kota Belud,116.429,6.4409
Northern Kudat,116.743,7.0225
ABC's,125.8311,10.9633
Pacifico,126.104,9.9416
Tuesday Rock,126.1605,9.8398
Cloud 9,126.1669,9.8132
Agwanta Lokey,125.8697,9.5231
Agwanta Kabujuan,125.7831,9.5842
Agwanta Boule,125.7411,9.5804
Agwanta 3 Eggs,125.7325,9.5885
Agwanta Lujo,125.7398,9.5927
Auqui Left,126.059,9.3986
Badjang,126.133,9.2705
Cauit Point,126.209,9.3041
Moshi Moshi,126.111,9.255
Punta Left,126.103,9.2501
Marami,126.17,9.0872
Lanuza Rivermouth,126.0565,9.2337
Dahican,126.2816,6.9245
Kling-Tambilil Beach,124.6856,5.9558
Indo Jiwa,128.541,2.6165
Village Reform,128.544,2.6089
Pulau Kecil,128.691,2.3878
Serenade,128.498,2.5851
Short Ledge,128.476,2.5954
Heavy's,128.054,2.2018
Double Dome,127.983,2.1869
Coconut Swing,127.824,2.2581
Sidewalk,127.78,2.1384
Racing Lefts,127.788,2.1306
Atoll Reefs,128.056,1.7582
Ngiwal,134.648,7.5605
West Passage,134.4648,7.5518
Melekeok,134.6428,7.4914
Airai,134.5676,7.3429
Ngerchong,134.3697,7.113
Anguar,134.1167,6.8946
Dungcas Beach,144.7687,13.4983
Ricks Reef,144.768,13.497
Right Side and Left Side,144.7522,13.4833
Ylig,144.7797,13.3923
Talafofo Bay,144.772,13.3495
Point Perfection,144.6396,13.3362
Threes and Red Buoy,144.6581,13.2701
Dragon Outside,142.1887,27.1057
Dragon,142.1947,27.1042
Oomurakaigan,142.1915,27.0918
Urumatsu,142.1962,27.0749
Thirtys,142.1908,27.0739
Sunset Beach,142.1929,27.0671
Butajohn,142.1894,27.0501
Bakudan,142.2048,27.0744
Menou,142.2306,27.0796
Okunoiso,139.2802,34.4269
Awaiura,139.2872,34.413
Habushiiso,139.2776,34.386
Wadahama,139.2569,34.3937
Habushi Beach,139.2766,34.3764
Bitei,139.2513,34.3755
Habushiura,139.2767,34.376
Helishita,139.2763,34.3665
Kurone,139.2458,34.3723
Mamashita,139.2447,34.3568
Shirahama,138.9734,34.6878
Tatatohama,138.9328,34.6603
Iritahama,138.9275,34.6582
Ohama-Main,138.9205,34.6535
Ohama-Maiiso,138.9193,34.6528
Toji,138.9148,34.6402
Shikuretto,139.2768,34.3508
Misileshita,139.2737,34.3311
Koguchimisaki,139.3849,34.7905
Izumihama,139.349,34.7667
Naganehama,139.35,34.7572
Motomachimae,139.3478,34.7511
Ketareef,139.3528,34.7447
Jibikihama,139.3565,34.7425
Jyunkame,139.3692,34.6996
Sanohama,139.3815,34.6949
Hudeshima,139.4463,34.7013
Atagawa,139.0728,34.8146
Imaihama,139.0059,34.7514
Kawazu,138.9993,34.7438
Princemae,138.9743,34.6961
Shirahama,138.9764,34.69
Sakashita,138.2038,34.6
Chuushajyomae,138.2108,34.599
Meronmae,138.2214,34.5958
Fukuda?Nishihama,137.8789,34.6614
Toyohama,137.914,34.6661
Susuki,138.1962,34.6647
Sagara,138.2072,34.6843
Katahama,138.2178,34.7145
Kashima,138.2265,34.7246
Katsumatagawakakou,138.2291,34.7263
Shizunami beniomae,138.2329,34.7308
Luna,136.8631,34.7381
Ikobe,137.4004,34.6594
Terasawa,137.4297,34.6644
Kojima,137.4486,34.6679
Shiomizaka - Hamamatsu,137.507,34.675
Okurado,137.5361,34.6777
Araihama,137.5864,34.6783
Maisaka main,137.6026,34.6755
Maisakatodai mae,137.6123,34.6752
Ichijo,137.72,34.6616
Nakatajima,137.7272,34.66
Goto,137.748,34.6556
Hamamatsu,137.752,34.6422
Komaba,137.8128,34.6472
Samejima,137.8485,34.6569
Omaezaki,138.192,34.6016
Kiyomi Gata,138.5351,35.056
Tagono Ura,138.7102,35.1372
Midorihamamachi,136.82,34.95
Irago sentan,137.0178,34.5832
Koijigahama,137.025,34.58
Sekimon,137.0444,34.5802
Irago,137.0183,34.5691
Horikiri,137.0763,34.587
Shinnihon,137.1713,34.5992
Zennihon,137.1769,34.6014
Minato,137.1843,34.6022
Minato-teibo migi,137.1868,34.6043
Loko,137.1921,34.6044
Irago Loco,137.194,34.604
Irago Long Beach,137.218,34.612
Longbeach,137.2178,34.6131
Mirror,137.2281,34.6154
Sarimira,137.2373,34.6185
Sarimano,137.2395,34.6196
Chikin,137.2875,34.6339
Tanpopo,137.2935,34.6354
Dodo,137.3085,34.6392
Mutsuren,137.3256,34.6432
Kumihara,137.3367,34.6456
Rasutamae,136.8801,34.3391
Tetoramae,136.8808,34.3427
Kounohamamein,136.8815,34.3446
Usami,139.0839,35.0042
Yoshihama,139.12,35.147
Odawara,139.1764,35.243
Sakawa,139.184,35.2591
Genji,139.3192,35.3079
Ooiso,139.3219,35.3094
Isokoumae,139.3268,35.3106
Togahara,139.3314,35.3177
Nijigahama,139.3405,35.3134
Pool shita,139.346,35.3139
Sodegahama,139.3496,35.3139
Namakon,139.3603,35.3143
Banyu,139.3759,35.3142
Yanagishima,139.3841,35.3155
Nishihama,139.3894,35.3157
Kabocha,139.399,35.3161
Chigasaki Beach - Shonan,139.4,35.317
Shop shita,139.4002,35.3169
Youth Hostel Mae,139.4037,35.3179
Shirakaba,139.4064,35.3176
Shoumen,139.4082,35.3176
Ura park,139.4132,35.3158
T-Bar hidari,139.415,35.3156
Shonan,139.4182,35.3169
Park,139.4184,35.3168
Tsujido,139.4213,35.3153
Chipar,139.4245,35.3182
Chisan - Shonan,139.433,35.319
Chisan,139.4334,35.3188
Shiomidai,139.4363,35.319
Kusoshita,139.4367,35.3187
Daini chushajo mae,139.4441,35.3185
Tsujido hashishita,139.4499,35.3179
Tsujido shomen,139.4531,35.3178
Shoyouchu mae,139.4582,35.3169
Matsunami chikado mae,139.4617,35.3162
Funamae,139.4622,35.3158
Skatepark mae,139.4667,35.3151
Hikichigawa kako,139.4692,35.3145
Dozomae,139.4705,35.3139
McDonalds mae,139.4723,35.3131
Kugenuma Beach - Shonan,139.475,35.312
Shinsuizokukanmae,139.4781,35.3096
Dairoku,139.4783,35.3042
Shonanko,139.4827,35.3027
Koshigoe gyoko,139.4907,35.3072
Ipponmatsu,139.4945,35.3047
Keifuen mae,139.4978,35.306
Kamakomae,139.4995,35.3059
Kojiki,139.5027,35.3055
Kamakura - Shonan,139.503,35.305
Minegahara,139.5057,35.3052
Roa,139.5097,35.3047
Namiaru mae,139.5102,35.3047
Shichirigahama,139.5105,35.3046
Henoji,139.5127,35.3036
Ubagaya,139.518,35.3029
Inamuragasaki,139.522,35.3028
Inamura Point,139.5284,35.3022
Yuigahama,139.5421,35.3086
Yuigahama - Shonan,139.545,35.307
Zaimokuza,139.55,35.304
Tamaishi,139.5502,35.2996
Kabune,139.5529,35.2937
Zushi Marina,139.5572,35.2913
Koiso,139.557,35.29
Osaki,139.557,35.29
Zushi Kaigan,139.5723,35.2924
Isshiki Beach,139.5756,35.2646
Nagau/Arasaki,139.601,35.1934
Jyougashimaoki,139.54,35.091
Seasaide Park,140.8025,35.7901
Sharihama,140.8122,35.7763
Kanekyu,140.8277,35.7586
Hasaki,140.8328,35.7559
Choshi,140.824,35.7124
Kimigahama,140.8666,35.714
Gakeshita,140.8148,35.7125
Shingoshita,140.7116,35.7009
Mansionshita,140.7112,35.7006
Iiokasomae,140.7109,35.7003
Ayamemae,140.7031,35.6999
Iioka Kako,140.6924,35.6987
Pipe shita,140.688,35.6975
Shiinauchi-yasutaro mae,140.6681,35.691
Shiinauchi,140.665,35.691
Kanpomae,140.6523,35.6858
Yoshizakihama,140.6182,35.6686
Ground,140.5992,35.6545
Notehama,140.5906,35.6486
Motosuka,140.475,35.55
Sakuta,140.4684,35.5435
Katagai gyokou,140.4623,35.5327
Katagai shintei,140.4563,35.5295
Katagai Chuo,140.4541,35.5269
Toyoumi,140.4368,35.5072
Kujukuri Hama,140.4325,35.4983
Toyoumi,140.42,35.48
Furutokoro,140.4055,35.4461
Shirako,140.4054,35.444
Nakasato/Shoumen,140.4005,35.4306
Nakazato,140.4016,35.4303
Hitotsumatsu,140.3955,35.408
Ichinomiya,140.3926,35.3848
Seaside Otsuka,140.393,35.3626
Sunrise,140.393,35.357
Torami Beach,140.3927,35.3486
Torami,140.3938,35.3475
Shidashita,140.3962,35.3366
Shidashita Beach,140.3957,35.3363
Taito Beach,140.398,35.332
Isumigawa kako,140.4085,35.2941
Isumi,140.4072,35.2921
Jinjyasita,140.4019,35.2752
Hasegawasou mae,140.4013,35.2719
Hiari Ura,140.4012,35.2696
Panyashita,140.4011,35.2676
Ohara,140.4015,35.2614
Ooharakakou,140.4024,35.2603
Kouminkan,140.9987,35.0273
Onjuku Iwawada,140.363,35.181
Iwawada,140.3622,35.1808
Onjuku,140.3519,35.1806
Sandra shita,140.3432,35.171
Kusoshita,140.3399,35.1699
Hebara Beach,140.3378,35.1684
Hebara,140.3372,35.1674
Obachan,140.3353,35.166
Shinga,140.3324,35.1605
Malibu,140.3046,35.1487
Matsube,140.2959,35.145
Malibu,140.305,35.148
Ubara Beach,140.275,35.1359
Moriya Beach,140.2615,35.1374
Okitsu Beach,140.2494,35.1345
Matsube,140.139,35.1189
Maruki,140.1338,35.1212
Kameda byoin mae,140.1272,35.1184
Kamogawa,140.1371,35.1158
Royal Hotel Shita,140.1235,35.1167
Grand Hotel Shita,140.1141,35.1107
Massakigawakakoushita,140.1099,35.1072
Seaside,140.1088,35.1061
Keio Mansion Shita,140.0549,35.0583
Pokoshita,140.0305,35.0475
Hakashita,140.0278,35.0455
Wadaura,140.0251,35.0427
I's Mae,140.0236,35.0418
Shirasuka,140.0046,35.0313
Oohara,140.002,35.0299
Ohara Chusyajo Mae,139.9975,35.0253
Hanakagomae,139.9951,35.0225
Wada Rivermouth,139.98,35.0073
Chitose,139.9755,34.9963
Mishima Beach,139.9627,34.9713
Chikura,139.9623,34.9646
Tomoe,139.8242,34.9314
Ikoinomuramae,139.8228,34.934
Nanpara,139.8187,34.9378
Familypark mae,139.8116,34.9428
Hotel Accion Shita,139.7905,34.9515
Heisaura,139.7817,34.9546
Niijima,139.28,34.36
Tadara Kitahama Kaigan,139.8288,35.0399
Namuya Kaigan,139.8264,35.0602
Iwai Kaigan,139.8407,35.0936
Shinmaiko Kaigan,139.8689,35.244
Nunobiki Kaigan,139.8101,35.307
Nakoso,140.7902,36.8662
Futatsujima,140.7611,36.8051
Ibuki,140.7558,36.794
Takahagi,140.7262,36.7123
Ibuki,140.718,36.6963
Ishihama,140.7154,36.667
Kawajiri,140.6969,36.6484
Hakashita,140.6913,36.6366
Hotelshita,140.691,36.6327
Hitachieki shita,140.6642,36.5904
Kawarago,140.6462,36.5449
Hitachi todai shita,140.6326,36.5104
Hitachinakakou,140.615,36.3971
Ajigaura/Naka,140.615,36.3919
Ajigaura/Shomen,140.6157,36.3884
Oarai Teibowaki,140.5959,36.3346
Oarai Suizokukanmae,140.5951,36.3334
Oarai Isoba,140.5946,36.3259
Oarai Sunbeach,140.5685,36.3028
Onuki/Uminoko,140.5699,36.299
Ohnuki Beach,140.566,36.296
Onuki/Tsurukame,140.5632,36.2978
Tokenjo Shita,140.562,36.2948
Onuki-Shomen,140.5642,36.2991
Ooarai,140.505,36.334
Onuki Hotel Mae,140.5613,36.2936
Onuki-Uminoko,140.5599,36.2907
Tamada,140.5643,36.2257
Hiyamizu,140.5671,36.2117
Otake,140.5793,36.1619
Okahorikome,140.581,36.1564
Baitenmae,140.595,36.1224
Kosumo,140.6061,36.0965
Kyochigama,140.6059,36.0941
Kashima,140.61,36.087
Topsanteshita,140.6112,36.086
Akashi,140.6582,35.996
Hakashita,140.6703,35.9792
Hirai Beach,140.673,35.974
Hiraihama,140.6739,35.973
Kobari,138.9922,37.9047
Igarashihama,138.9311,37.8735
Makigyokou,138.8326,37.8068
Maze,138.7952,37.7354
Gyuchan,138.7865,37.7113
Urahama,138.7848,37.7103
Teradomari,138.7683,37.6504
Ochimizu,138.7263,37.5779
Niigata/Takahama,138.6083,37.456
Oominato,138.603,37.4487
Niigata/Arahama,138.5844,37.4186
Yoneyama,138.4877,37.3477
Gotsu,138.2016,37.1703
Matsudaehama,137.02,36.8273
Fushiki,137.0539,36.8057
Shougawakakou,137.0813,36.7901
Iwasehama,137.2398,36.765
Sunbeach,137.2704,36.7613
Goutsujyouganjikakou,137.2932,36.7579
Kourai ,137.2941,36.7624
Monzen,136.702,37.2284
Masuhogaura,136.7059,37.1495
Shibagaki Gallerymae,136.7617,36.9528
Shibagaki,136.7594,36.9492
Shibagaki Pensionmae,136.7594,36.9468
Taki Reef,136.7489,36.9264
Taki Marina,136.7594,36.9206
